Date,State,TotalSamples,Negative,Positive
6/2/2020,Tripura,29066,28595,471
6/3/2020,Tripura,30481,29859,622
6/4/2020,Tripura,31138,30492,646
6/5/2020,Tripura,32300,31606,694
6/6/2020,Tripura,33331,32582,749
6/7/2020,Tripura,35263,34461,802
6/8/2020,Tripura,37453,36613,840
6/9/2020,Tripura,38572,37706,866
6/10/2020,Tripura,40027,39130,897
6/11/2020,Tripura,41389,40474,915
6/12/2020,Tripura,40837,39877,960
6/13/2020,Tripura,43972,42930,1042
6/14/2020,Tripura,46015,44940,1075
6/15/2020,Tripura,47683,46599,1084
6/16/2020,Tripura,49208,48118,1090
6/17/2020,Tripura,50268,49135,1133
6/18/2020,Tripura,51495,50341,1154
6/19/2020,Tripura,52752,51571,1181
6/20/2020,Tripura,53905,52716,1189
6/21/2020,Tripura,54983,53759,1224
6/22/2020,Tripura,56035,54795,1240
6/23/2020,Tripura,56901,55638,1263
6/24/2020,Tripura,57753,56490,1263
6/25/2020,Tripura,59025,57730,1295
6/26/2020,Tripura,60199,58869,1330
6/27/2020,Tripura,61194,59855,1339
6/28/2020,Tripura,62278,60927,1351
6/29/2020,Tripura,63364,61979,1385
6/30/2020,Tripura,64478,63085,1393
7/1/2020,Tripura,65549,64148,1401
7/2/2020,Tripura,67255,65815,1440
7/3/2020,Tripura,68634,67101,1533
7/4/2020,Tripura,69891,68333,1558
7/5/2020,Tripura,71338,69757,1581
7/6/2020,Tripura,73058,71366,1692
7/7/2020,Tripura,74230,72514,1716
7/8/2020,Tripura,75641,73868,1773
7/9/2020,Tripura,77439,75650,1789
7/10/2020,Tripura,79429,77498,1931
7/11/2020,Tripura,81631,79669,1962
7/12/2020,Tripura,83353,81286,2067
7/13/2020,Tripura,86211,84118,2093
7/14/2020,Tripura,88677,86494,2183
7/15/2020,Tripura,92313,90032,2281
7/16/2020,Tripura,95328,,2379
7/17/2020,Tripura,97471,95092,2497
7/18/2020,Tripura,105058,102390,2668
7/19/2020,Tripura,109290,106398,2892
7/20/2020,Tripura,114165,111072,3093
7/21/2020,Tripura,119046,115701,3345
7/22/2020,Tripura,123269,119801,3471
7/23/2020,Tripura,127742,,3677
7/24/2020,Tripura,131485,127708,3777
7/25/2020,Tripura,135436,131554,3882
7/26/2020,Tripura,138100,134181,3919
7/27/2020,Tripura,142275,138209,4066
7/28/2020,Tripura,148877,144590,4287
7/29/2020,Tripura,156382,151879,4503
4/5/2020,Uttar Pradesh,5255,4796,278
4/5/2020,Uttar Pradesh,5255,4796,278
4/9/2020,Uttar Pradesh,8402,7898,410
4/10/2020,Uttar Pradesh,9332,8798,433
4/11/2020,Uttar Pradesh,10595,10012,452
4/12/2020,Uttar Pradesh,11855,11250,483
4/13/2020,Uttar Pradesh,13287,12542,558
4/14/2020,Uttar Pradesh,15914,15134,660
4/15/2020,Uttar Pradesh,19506,18595,727
4/16/2020,Uttar Pradesh,21384,20374,805
4/17/2020,Uttar Pradesh,24643,23648,849
4/18/2020,Uttar Pradesh,28484,27262,974
4/19/2020,Uttar Pradesh,31767,,1100
4/20/2020,Uttar Pradesh,34326,32874,1184
4/21/2020,Uttar Pradesh,37933,36378,1337
4/22/2020,Uttar Pradesh,42192,40263,1449
4/23/2020,Uttar Pradesh,45483,43495,1510
4/24/2020,Uttar Pradesh,53166,51161,1621
4/25/2020,Uttar Pradesh,56851,54216,1793
4/26/2020,Uttar Pradesh,61799,58492,1873
4/27/2020,Uttar Pradesh,67145,64139,1896
4/28/2020,Uttar Pradesh,70307,67266,2053
4/29/2020,Uttar Pradesh,73716,70436,2134
4/30/2020,Uttar Pradesh,78013,74864,2211
5/1/2020,Uttar Pradesh,82459,79091,2328
5/2/2020,Uttar Pradesh,85729,82356,2487
5/3/2020,Uttar Pradesh,95841,91828,2645
5/4/2020,Uttar Pradesh,98300,94682,2766
5/5/2020,Uttar Pradesh,105234,101389,2880
5/6/2020,Uttar Pradesh,109888,106043,2998
5/7/2020,Uttar Pradesh,113670,109628,3071
5/8/2020,Uttar Pradesh,119688,115646,3214
5/9/2020,Uttar Pradesh,124791,120764,3373
5/10/2020,Uttar Pradesh,129955,125696,3467
5/11/2020,Uttar Pradesh,135760,131293,3573
5/12/2020,Uttar Pradesh,140166,135754,3664
5/13/2020,Uttar Pradesh,145637,141068,3578
5/14/2020,Uttar Pradesh,153139,147755,3902
5/15/2020,Uttar Pradesh,159282,153588,4057
5/16/2020,Uttar Pradesh,163105,157001,4258
5/17/2020,Uttar Pradesh,172219,165832,4464
5/18/2020,Uttar Pradesh,176479,170132,4605
5/19/2020,Uttar Pradesh,182184,175412,4926
5/20/2020,Uttar Pradesh,191164,184209,5175
5/21/2020,Uttar Pradesh,206811,199469,5515
5/22/2020,Uttar Pradesh,214060,207079,5735
5/23/2020,Uttar Pradesh,217867,210864,6017
5/24/2020,Uttar Pradesh,229621,222341,6268
5/25/2020,Uttar Pradesh,235622,228173,6497
5/26/2020,Uttar Pradesh,240588,232290,6724
5/27/2020,Uttar Pradesh,240588,239592,6991
5/28/2020,Uttar Pradesh,256267,247747,7170
5/29/2020,Uttar Pradesh,270920,261911,7445
5/30/2020,Uttar Pradesh,279288,270160,7701
5/31/2020,Uttar Pradesh,289892,279569,8075
6/1/2020,Uttar Pradesh,297903,287806,8361
6/2/2020,Uttar Pradesh,307621,296705,8729
6/3/2020,Uttar Pradesh,317780,306672,8870
6/4/2020,Uttar Pradesh,330663,318562,9237
6/5/2020,Uttar Pradesh,344717,332126,9733
6/6/2020,Uttar Pradesh,355085,342360,10103
6/7/2020,Uttar Pradesh,360258,346684,10536
6/8/2020,Uttar Pradesh,380723,366630,10947
6/9/2020,Uttar Pradesh,391286,377667,11335
6/10/2020,Uttar Pradesh,404637,390841,11610
6/11/2020,Uttar Pradesh,420669,405442,12088
6/12/2020,Uttar Pradesh,435601,421499,12619
6/13/2020,Uttar Pradesh,449616,433754,13118
6/14/2020,Uttar Pradesh,467702,442598,13615
6/15/2020,Uttar Pradesh,466081,,14091
6/16/2020,Uttar Pradesh,480047,,14598
6/17/2020,Uttar Pradesh,496206,,15181
6/18/2020,Uttar Pradesh,515280,,15785
6/19/2020,Uttar Pradesh,532505,,16594
6/20/2020,Uttar Pradesh,542972,,17135
6/21/2020,Uttar Pradesh,560697,,17731
6/22/2020,Uttar Pradesh,574304,,18322
6/23/2020,Uttar Pradesh,588186,,18893
6/24/2020,Uttar Pradesh,603390,,19557
6/25/2020,Uttar Pradesh,620954,,20193
6/26/2020,Uttar Pradesh,642833,,20943
6/27/2020,Uttar Pradesh,663096,,21549
6/28/2020,Uttar Pradesh,684296,,22147
6/29/2020,Uttar Pradesh,707839,,22828
6/30/2020,Uttar Pradesh,727793,,23492
7/1/2020,Uttar Pradesh,758915,,24056
7/2/2020,Uttar Pradesh,781584,,24825
7/3/2020,Uttar Pradesh,810991,,25797
7/4/2020,Uttar Pradesh,834991,,26554
7/5/2020,Uttar Pradesh,887997,,27707
7/6/2020,Uttar Pradesh,917114,,28636
7/7/2020,Uttar Pradesh,947453,,29968
7/8/2020,Uttar Pradesh,1003280,,31156
7/9/2020,Uttar Pradesh,1036106,,32362
7/10/2020,Uttar Pradesh,1074112,,33700
7/11/2020,Uttar Pradesh,1116466,,35092
7/12/2020,Uttar Pradesh,1156089,,36476
7/13/2020,Uttar Pradesh,1192089,,38130
7/14/2020,Uttar Pradesh,1231939,,39724
7/15/2020,Uttar Pradesh,1277241,,41383
7/16/2020,Uttar Pradesh,1325327,,43441
7/17/2020,Uttar Pradesh,1379534,,
7/18/2020,Uttar Pradesh,1426303,,47036
7/19/2020,Uttar Pradesh,1470426,,49286
7/20/2020,Uttar Pradesh,1513827,,51160
7/21/2020,Uttar Pradesh,1554116,,
7/22/2020,Uttar Pradesh,1600000,,55588
7/23/2020,Uttar Pradesh,1654651,,58104
7/24/2020,Uttar Pradesh,1705348,,60771
7/25/2020,Uttar Pradesh,1762416,,63742
7/26/2020,Uttar Pradesh,1834297,,67048
7/27/2020,Uttar Pradesh,1941259,,70493
7/28/2020,Uttar Pradesh,2033089,,73951
7/29/2020,Uttar Pradesh,2120843,,77334
7/30/2020,Uttar Pradesh,2209810,,81039
4/2/2020,Uttarakhand,678,554,7
4/7/2020,Uttarakhand,1289,1092,32
4/9/2020,Uttarakhand,1531,1235,35
4/10/2020,Uttarakhand,1688,1320,35
4/11/2020,Uttarakhand,1705,1340,35
4/12/2020,Uttarakhand,1820,1452,35
4/13/2020,Uttarakhand,1998,1665,35
4/14/2020,Uttarakhand,2174,1838,35
4/15/2020,Uttarakhand,2413,2022,37
4/16/2020,Uttarakhand,2593,2210,37
4/17/2020,Uttarakhand,2831,2420,40
4/18/2020,Uttarakhand,3158,2710,42
4/19/2020,Uttarakhand,3344,3046,44
4/20/2020,Uttarakhand,3677,3228,46
4/21/2020,Uttarakhand,4061,3445,46
4/22/2020,Uttarakhand,4275,3664,46
4/23/2020,Uttarakhand,4473,3879,47
4/24/2020,Uttarakhand,4767,4239,48
4/25/2020,Uttarakhand,5194,4423,48
4/26/2020,Uttarakhand,5277,4675,50
4/27/2020,Uttarakhand,5463,4912,51
4/28/2020,Uttarakhand,5739,5212,52
4/29/2020,Uttarakhand,6046,5547,54
4/30/2020,Uttarakhand,6565,6100,57
5/1/2020,Uttarakhand,7042,6533,57
5/2/2020,Uttarakhand,7369,6786,59
5/3/2020,Uttarakhand,7578,6986,60
5/4/2020,Uttarakhand,7806,7134,60
5/5/2020,Uttarakhand,8060,7357,61
5/6/2020,Uttarakhand,8346,7698,61
5/7/2020,Uttarakhand,8783,8138,61
5/8/2020,Uttarakhand,9116,8485,61
5/9/2020,Uttarakhand,9386,8659,67
5/10/2020,Uttarakhand,9668,8990,68
5/11/2020,Uttarakhand,9915,9151,68
5/12/2020,Uttarakhand,10471,9390,68
5/13/2020,Uttarakhand,10792,9750,70
5/14/2020,Uttarakhand,11294,10157,75
5/15/2020,Uttarakhand,12045,10523,79
5/16/2020,Uttarakhand,12597,10990,88
5/17/2020,Uttarakhand,13212,11316,92
5/18/2020,Uttarakhand,13870,11812,93
5/19/2020,Uttarakhand,14691,12242,104
5/20/2020,Uttarakhand,15503,12945,120
5/21/2020,Uttarakhand,16528,13808,132
5/22/2020,Uttarakhand,18008,14960,151
5/23/2020,Uttarakhand,19248,15757,173
5/24/2020,Uttarakhand,20969,16640,293
5/25/2020,Uttarakhand,22117,17315,332
5/26/2020,Uttarakhand,23076,18193,400
5/27/2020,Uttarakhand,23975,18645,438
5/28/2020,Uttarakhand,25380,19702,493
5/29/2020,Uttarakhand,26951,20636,602
5/30/2020,Uttarakhand,28433,21512,727
5/31/2020,Uttarakhand,30438,22546,802
6/1/2020,Uttarakhand,31703,23400,929
6/2/2020,Uttarakhand,33081,24262,999
6/3/2020,Uttarakhand,34413,25385,1066
6/4/2020,Uttarakhand,35117,26093,1145
6/5/2020,Uttarakhand,35967,27184,1215
6/6/2020,Uttarakhand,36638,28172,1245
6/7/2020,Uttarakhand,37166,28945,1341
6/8/2020,Uttarakhand,39133,30620,1380
6/9/2020,Uttarakhand,40264,31945,1488
6/10/2020,Uttarakhand,40872,33369,1560
6/11/2020,Uttarakhand,41888,34604,1637
6/12/2020,Uttarakhand,42783,35670,1692
6/13/2020,Uttarakhand,44040,36834,1759
6/14/2020,Uttarakhand,45344,37554,1816
6/15/2020,Uttarakhand,46573,38643,1836
6/16/2020,Uttarakhand,47870,39552,1912
6/17/2020,Uttarakhand,49462,40434,1985
6/18/2020,Uttarakhand,50796,42008,2079
6/19/2020,Uttarakhand,53155,43438,2127
6/20/2020,Uttarakhand,54512,45131,2278
6/21/2020,Uttarakhand,55819,46286,2324
6/22/2020,Uttarakhand,56724,47852,2401
6/23/2020,Uttarakhand,58338,49478,2505
6/24/2020,Uttarakhand,59616,50950,2568
6/25/2020,Uttarakhand,61165,52289,2642
6/26/2020,Uttarakhand,62500,54007,2725
6/27/2020,Uttarakhand,63960,54918,2791
6/28/2020,Uttarakhand,64984,55892,2823
6/29/2020,Uttarakhand,66396,56715,2831
6/30/2020,Uttarakhand,69024,57862,2881
7/1/2020,Uttarakhand,70032,59350,2947
7/2/2020,Uttarakhand,72104,60555,2984
7/3/2020,Uttarakhand,73738,62340,3048
7/4/2020,Uttarakhand,76878,64801,3093
7/5/2020,Uttarakhand,78306,66407,3124
7/6/2020,Uttarakhand,79605,67731,3161
7/7/2020,Uttarakhand,81447,69926,3230
7/8/2020,Uttarakhand,83900,72862,3258
7/9/2020,Uttarakhand,86458,74975,3305
7/10/2020,Uttarakhand,89179,77553,3373
7/11/2020,Uttarakhand,92198,80882,3417
7/12/2020,Uttarakhand,94121,83089,3537
7/13/2020,Uttarakhand,96123,84912,3608
7/14/2020,Uttarakhand,98878,86747,3686
7/15/2020,Uttarakhand,102529,89212,3785
7/16/2020,Uttarakhand,109784,95745,3982
7/17/2020,Uttarakhand,113846,98551,4102
7/18/2020,Uttarakhand,116694,101613,4276
7/19/2020,Uttarakhand,119345,104118,4515
7/20/2020,Uttarakhand,123000,106350,4642
7/21/2020,Uttarakhand,127098,108488,4849
7/22/2020,Uttarakhand,129783,112210,5300
7/23/2020,Uttarakhand,132840,115683,5445
7/24/2020,Uttarakhand,135447,119647,5717
7/25/2020,Uttarakhand,139229,124153,5961
7/26/2020,Uttarakhand,141431,126505,6104
7/27/2020,Uttarakhand,145627,130531,6328
7/28/2020,Uttarakhand,150065,134376,6587
7/29/2020,Uttarakhand,154984,138706,6866
7/30/2020,Uttarakhand,163683,146230,7065
4/1/2020,West Bengal,659,568,37
4/4/2020,West Bengal,1042,,
4/6/2020,West Bengal,1301,,
4/7/2020,West Bengal,1487,,
4/9/2020,West Bengal,1889,,
4/10/2020,West Bengal,2095,,
4/11/2020,West Bengal,2286,,126
4/12/2020,West Bengal,2523,,134
4/13/2020,West Bengal,2793,,152
4/14/2020,West Bengal,3081,,190
4/15/2020,West Bengal,3470,,213
4/16/2020,West Bengal,3811,,231
4/17/2020,West Bengal,4212,,255
4/18/2020,West Bengal,4630,,287
4/19/2020,West Bengal,5045,,310
4/20/2020,West Bengal,5469,,339
4/21/2020,West Bengal,6182,,392
4/22/2020,West Bengal,7037,,423
4/23/2020,West Bengal,7990,,456
4/24/2020,West Bengal,8933,,514
4/25/2020,West Bengal,9880,,571
4/26/2020,West Bengal,10893,,611
4/27/2020,West Bengal,12043,,649
4/28/2020,West Bengal,13223,,697
4/29/2020,West Bengal,14620,,725
4/30/2020,West Bengal,16525,,758
5/1/2020,West Bengal,18566,,
5/2/2020,West Bengal,20976,,795
5/3/2020,West Bengal,22915,,922
5/4/2020,West Bengal,25116,,1259
5/5/2020,West Bengal,27571,,1344
5/6/2020,West Bengal,30141,,1456
5/7/2020,West Bengal,32752,,1548
5/8/2020,West Bengal,35767,,1678
5/9/2020,West Bengal,39368,,1786
5/10/2020,West Bengal,43414,,1939
5/11/2020,West Bengal,47615,,2063
5/12/2020,West Bengal,52622,,2173
5/13/2020,West Bengal,57632,,2290
5/14/2020,West Bengal,62837,,2377
5/15/2020,West Bengal,69543,,2461
5/16/2020,West Bengal,77288,,2576
5/17/2020,West Bengal,85956,,2677
5/18/2020,West Bengal,93570,,2825
5/19/2020,West Bengal,102282,,2961
5/20/2020,West Bengal,111002,,3103
5/21/2020,West Bengal,115244,,3197
5/22/2020,West Bengal,120599,,3332
5/23/2020,West Bengal,129608,,3459
5/24/2020,West Bengal,138824,,3667
5/25/2020,West Bengal,148049,,3816
5/26/2020,West Bengal,157277,,4009
5/27/2020,West Bengal,166513,,4192
5/28/2020,West Bengal,175769,,4536
5/29/2020,West Bengal,185051,,4813
5/30/2020,West Bengal,194397,,5130
5/31/2020,West Bengal,203751,,5501
6/1/2020,West Bengal,213231,,5772
6/2/2020,West Bengal,222726,,6168
6/3/2020,West Bengal,232225,,6508
6/4/2020,West Bengal,241831,,6876
6/5/2020,West Bengal,251517,,7303
6/6/2020,West Bengal,261288,,7738
6/7/2020,West Bengal,271074,,8187
6/8/2020,West Bengal,280098,,8613
6/9/2020,West Bengal,287900,,8985
6/10/2020,West Bengal,297419,,9328
6/11/2020,West Bengal,306941,,9768
6/12/2020,West Bengal,315699,,10244
6/13/2020,West Bengal,324707,,10698
6/14/2020,West Bengal,333733,,11087
6/15/2020,West Bengal,343242,,11494
6/16/2020,West Bengal,351754,,11909
6/17/2020,West Bengal,360976,,12300
6/18/2020,West Bengal,370291,,12735
6/19/2020,West Bengal,380612,,13090
6/20/2020,West Bengal,390942,,13531
6/21/2020,West Bengal,401491,,13945
6/22/2020,West Bengal,410854,,14358
6/23/2020,West Bengal,420277,,14728
6/24/2020,West Bengal,429766,,15173
6/25/2020,West Bengal,439258,,15648
6/26/2020,West Bengal,448795,,16190
6/27/2020,West Bengal,458343,,16711
6/28/2020,West Bengal,468906,,17283
6/29/2020,West Bengal,478419,,17907
6/30/2020,West Bengal,488038,,18559
7/1/2020,West Bengal,497596,,19170
7/2/2020,West Bengal,508001,,19819
7/3/2020,West Bengal,519054,,20488
7/4/2020,West Bengal,530072,,21231
7/5/2020,West Bengal,541088,,22126
7/6/2020,West Bengal,552007,,22987
7/7/2020,West Bengal,562137,,23837
7/8/2020,West Bengal,572523,,24823
7/9/2020,West Bengal,583328,,25911
7/10/2020,West Bengal,593967,,27109
7/11/2020,West Bengal,605370,,28453
7/12/2020,West Bengal,617079,,30013
7/13/2020,West Bengal,627438,,31448
7/14/2020,West Bengal,638540,,32838
7/15/2020,West Bengal,649928,,34427
7/16/2020,West Bengal,663108,,36117
7/17/2020,West Bengal,676348,,38011
7/18/2020,West Bengal,689813,,40209
7/19/2020,West Bengal,703284,,42487
7/20/2020,West Bengal,716365,,44769
7/21/2020,West Bengal,729429,,47030
7/22/2020,West Bengal,743469,,49321
7/23/2020,West Bengal,758027,,51757
7/24/2020,West Bengal,773512,,53973
7/25/2020,West Bengal,789140,,56377
7/26/2020,West Bengal,805185,,58718
7/27/2020,West Bengal,822190,,60830
7/28/2020,West Bengal,839211,,62964
7/29/2020,West Bengal,856355,,65258
